reaction_id,reaction_index_CUSTOM,reaction_type,inputs_metal_and_ligand_SMILES,inputs_aryl_halide_SMILES,inputs_amine_SMILES,inputs_solvent_SMILES,inputs_base_SMILES,temperature_Celsius,yield_percent
ord-79caf81165b848e5b1765189056bb075,17,0.0 [Unassigned] Unrecognized,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1=CN=C(C=C1F)Cl,CC(C)(C)OC(=O)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,19.46
ord-4695ad3979554c448a445867cc030440,18,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1=CC2=NC=C(N2C=C1)C3=NC(=NC=C3Cl)Cl,COC1=C(C=CC(=C1)C=O)N,C1COCCO1,C1CCC2=NCCCN2CC1,120.0,34.9
ord-56220a6924fb4d7e8ff752a004488872,19,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;[Pd],C1COCCN1CC2=CC(=C(C=C2)Br)F,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=CC=CC=C1,CCC(C)(C)[O-].[Na+],110.0,81.0
ord-b9ea1ddb99074c47af3b567d6c34306c,20,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC1=CC=CC=C1P(C2=CC=CC=C2C)C3=CC=CC=C3C;[Pd],C1COCCN1CC2=CC(=C(C=C2)Br)F,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=CC=CC=C1,CCC(C)(C)[O-].[Na+],110.0,88.0
ord-f766bf8ef3f8450eb6d323fd10519896,30,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=C(C(=CN=C1Cl)Cl)I,CONC(=O)C1=CC=CC=C1N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,39.07
ord-aaefdd638c464adeb91c856ec0ce39ed,31,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=C(C(=CN=C1Cl)Cl)I,CONC(=O)C1=CC=CC=C1N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,69.18
ord-5086568c313949c09e3b4fd70cc4de5e,178,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1=CC(=C(C=C1Cl)Cl)I,C1CNCCC1CO,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],125.0,21.87
ord-d81e972e76a34c37b97e862475279203,179,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1=CC(=C(C=C1Cl)Cl)I,C1CNCCC1CO,CC1=CC=CC=C1,C(=O)([O-])[O-].[Cs+].[Cs+],125.0,25.06
ord-572b233d6c664fada44bd8d3bb48fc2f,21,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3;[Pd],C1COCCN1CC2=CC(=C(C=C2)Br)F,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=CC=CC=C1,CCC(C)(C)[O-].[Na+],110.0,73.0
ord-2c710cb7fbbd4d70b492cf6ab2e6cbf5,22,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe];[Pd],C1COCCN1CC2=CC(=C(C=C2)Br)F,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=CC=CC=C1,CCC(C)(C)[O-].[Na+],110.0,79.0
ord-ea29507936c14849a1aa88403efb7090,23,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;[Pd],C1COCCN1CC2=CC(=C(C=C2)Br)F,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=CC=CC=C1,CCC(C)(C)[O-].[Na+],110.0,85.0
ord-28a0ca5c779744199b5c278aec8fa826,24,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,COC1=C(C(=CC=C1)OC)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4;[Pd],C1COCCN1CC2=CC(=C(C=C2)Br)F,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,CC1=CC=CC=C1,CCC(C)(C)[O-].[Na+],110.0,85.0
ord-3e57b5a0d75c4f5d9c22ce74626f60c3,25,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CC(=O)NC1=NC=CC(=C1)Cl,C1OC2=C(O1)C(=C(C=C2)Cl)N,CC(=O)N(C)C,C(=O)([O-])[O-].[Cs+].[Cs+],150.0,83.06
ord-bc24f3de1ac64e7e96966f7efd955e5c,26,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=C(C(=CN=C1Cl)Cl)I,CN1CCC2=C(C1=O)C(=CC=C2)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,42.5
ord-702aadae7425481bab668d630b5a0a21,27,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=C(C(=CN=C1Cl)Cl)I,CN1CCC2=C(C1=O)C(=CC=C2)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,63.33
ord-13cef69f8e724020954e5476c0d66794,961,1.3.1 [N-arylation with Ar-X] Bromo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=CC(=NC(=C1)Br)Br,C1COCCC1N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],nan,0.0
ord-b94a4cbc1fbd4100843834a92096e35b,32,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=C(C(=CN=C1Cl)Cl)I,CNC(=O)C1=CC=CC=C1N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],100.0,69.36
ord-36d41d697d8f415b8c7cc3a381080785,33,1.3.4 [N-arylation with Ar-X] Iodo Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],C1=C(C(=CN=C1Cl)Cl)I,CNC(=O)C1=CC=CC=C1N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],80.0,32.06
ord-2a024728550642b2b2e2724a7387802d,34,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1COCCN1CC2=CC(=C(C=C2)Cl)F,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,C1COCCO1,CC(C)(C)[O-].[K+],102.0,9.15
ord-68a2d19644de420ea283722f281ee146,35,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C)C;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C1COCCN1CC2=CC(=C(C=C2)Cl)F,CC1=NC=C(N1C2CCOCC2)C3=NC(=NC=C3F)N,C1COCCO1,CC(C)(C)[O-].[K+],102.0,11.43
ord-9f0febad39ec4abd95b00a68a93da5f3,36,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=C(C4=CC=CC=C4C=C3)C5=C(C=CC6=CC=CC=C65)P(C7=CC=CC=C7)C8=CC=CC=C8;C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C1=CC=C(C=C1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],C[C@@H](C1=NC=C(C=N1)F)NC2=NC(=NC(=N2)Cl)N3CCOCC3,CC1=CN=C(S1)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],95.0,20.67
ord-80e16f813a4348d09194009ae04f2217,37,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C#N)Cl,CC1=NN(C=C1N)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,49.98
ord-d012fdccb17647d4838efd4e1491311e,39,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CNC(=O)C1=CC=CC=C1NC2=CC(=NC=C2C#N)Cl,CN1C(=CC(=N1)OC)N,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,54.7
ord-2e4132c3c32149d3a68cd64301eacce5,43,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C1C=CC=C5P(C6=CC=CC=C6)C7=CC=CC=C7)C;CC(=O)O.CC(=O)O.[Pd],CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3C#N)Cl,CC1=NN(C=C1N)C,C1COCCO1,C(=O)([O-])[O-].[Cs+].[Cs+],90.0,7.33
ord-1d37196fb74e494d823157202193321f,45,1.3.2 [N-arylation with Ar-X] Chloro Buchwald-Hartwig amination,CC(C1CCCC1P(C2CCCCC2)C3CCCCC3)P(C(C)(C)C)C(C)(C)C.C1CCCC1.[Fe];CC(=O)O.CC(=O)O.[Pd],CN1CCC2=C(C1=O)C(=CC=C2)NC3=CC(=NC=C3C#N)Cl,CC1=NN(C=C1N)C,COCCOC,C1=CC=C(C=C1)[O-].[Na+],150.0,54.89
